user_id,segment,city,risk_profile,tx_count,distinct_merchants,active_days,total_amount,avg_ticket,night_tx_share,out_of_home_city_share,declined_share,max_daily_tx_count,max_daily_amount,peer_avg_total_amount,peer_avg_tx_count,peer_avg_ticket,total_amount_peer_ratio,tx_count_peer_ratio,avg_ticket_peer_ratio,amount_rank_in_peer_group
U00729,mass,Nizhny Novgorod,medium,16,16,15,88954.61,5559.66,0.125,1.0,0.0,2,50561.92,155156.27,25.39,6352.33,0.5733,0.6302,0.8752,52
U00419,small_business,Novosibirsk,medium,18,17,17,143447.48,7969.3,0.0,0.8333,0.0,2,39905.72,250631.71,23.11,10815.58,0.5723,0.7788,0.7368,8
U00459,mass,Novosibirsk,low,18,17,16,79279.33,4663.49,0.1111,0.9444,0.0556,2,20736.73,139021.02,23.56,6026.12,0.5703,0.7639,0.7739,35
U00733,affluent,Nizhny Novgorod,low,21,19,19,119438.31,5687.54,0.0952,0.8095,0.0,2,23495.34,209612.39,30.13,7105.15,0.5698,0.6971,0.8005,12
U00750,affluent,Nizhny Novgorod,low,26,18,25,118857.67,4571.45,0.1154,0.9615,0.0,2,27080.02,209612.39,30.13,7105.15,0.567,0.8631,0.6434,13
U00775,mass,Moscow,medium,28,24,23,80533.69,2876.2,0.1786,0.8214,0.0,2,10646.63,142662.88,25.04,5897.48,0.5645,1.1183,0.4877,133
U00679,mass,Kazan,low,22,18,22,103200.17,4690.92,0.1364,0.9545,0.0,1,25102.7,182876.49,29.96,6180.02,0.5643,0.7343,0.759,36
U00113,mass,Nizhny Novgorod,low,22,20,18,86522.5,3932.84,0.1364,0.9545,0.0,2,24079.18,155156.27,25.39,6352.33,0.5576,0.8665,0.6191,53
U00652,mass,Nizhny Novgorod,low,24,23,24,86482.82,3603.45,0.1667,0.9583,0.0,1,14437.32,155156.27,25.39,6352.33,0.5574,0.9453,0.5673,54
U00600,small_business,Saint Petersburg,low,26,22,24,124533.44,4981.34,0.1538,0.7692,0.0385,2,44343.78,223901.1,25.6,9153.12,0.5562,1.0156,0.5442,13
U00173,mass,Ekaterinburg,low,21,18,21,81388.4,4069.42,0.1429,0.8571,0.0476,1,17367.68,146378.08,25.98,5887.31,0.556,0.8082,0.6912,48
U00781,student,Nizhny Novgorod,low,27,23,21,57264.01,2202.46,0.0741,0.8889,0.037,3,10751.52,103206.71,24.67,4276.55,0.5548,1.0946,0.515,16
U00529,mass,Kazan,low,22,21,21,101327.95,4605.82,0.1364,0.9091,0.0,2,20517.42,182876.49,29.96,6180.02,0.5541,0.7343,0.7453,37
U00604,mass,Moscow,low,17,14,15,78824.98,4636.76,0.1176,0.7059,0.0,2,29345.89,142662.88,25.04,5897.48,0.5525,0.679,0.7862,134
U00202,mass,Saint Petersburg,low,21,19,20,79035.6,3951.78,0.0952,0.7619,0.0476,2,20999.67,143356.01,26.6,5518.85,0.5513,0.7896,0.7161,74
U00423,mass,Moscow,low,27,24,25,78600.84,3023.11,0.0741,0.8148,0.037,2,19706.66,142662.88,25.04,5897.48,0.551,1.0784,0.5126,135
U00472,small_business,Novosibirsk,low,23,19,21,138044.46,6001.93,0.1304,0.9565,0.0,2,27421.43,250631.71,23.11,10815.58,0.5508,0.9952,0.5549,9
U00415,mass,Saint Petersburg,high,22,18,19,78928.34,3587.65,0.0455,0.7273,0.0,2,19574.65,143356.01,26.6,5518.85,0.5506,0.8272,0.6501,75
U00484,student,Nizhny Novgorod,low,16,13,15,56467.85,3529.24,0.0,0.9375,0.0,2,19421.52,103206.71,24.67,4276.55,0.5471,0.6486,0.8253,17
U00133,mass,Ekaterinburg,low,21,20,17,79928.58,3806.12,0.0952,0.9048,0.0,2,28697.31,146378.08,25.98,5887.31,0.546,0.8082,0.6465,49
U00310,mass,Moscow,medium,16,16,14,77861.0,4866.31,0.0625,0.75,0.0,2,25430.61,142662.88,25.04,5897.48,0.5458,0.6391,0.8252,136
U00016,student,Saint Petersburg,low,25,23,22,74231.3,2969.25,0.12,0.76,0.0,2,18330.86,136383.32,25.72,5531.12,0.5443,0.972,0.5368,21
U00743,student,Novosibirsk,high,24,19,21,68300.06,2969.57,0.0,0.8333,0.0417,2,22847.06,125711.72,23.76,5359.12,0.5433,1.0099,0.5541,13
U00740,affluent,Saint Petersburg,low,24,22,20,110017.14,4584.05,0.0417,0.625,0.0,2,27377.93,202805.33,27.35,7949.17,0.5425,0.8774,0.5767,30
U00634,small_business,Nizhny Novgorod,medium,15,15,15,98947.08,7067.65,0.0,1.0,0.0667,1,28575.04,182406.55,22.8,7840.93,0.5425,0.6579,0.9014,4
U00204,mass,Saint Petersburg,low,23,22,20,77646.03,3375.91,0.0435,0.6087,0.0,2,13751.27,143356.01,26.6,5518.85,0.5416,0.8648,0.6117,76
U00470,mass,Nizhny Novgorod,medium,24,21,23,83763.92,3641.91,0.0,0.9167,0.0417,2,21680.57,155156.27,25.39,6352.33,0.5399,0.9453,0.5733,55
U00436,student,Ekaterinburg,low,22,19,19,56252.31,2678.68,0.0909,0.8636,0.0455,3,18216.29,104198.2,25.54,4223.63,0.5399,0.8614,0.6342,11
U00791,mass,Moscow,low,24,20,21,76426.41,3184.43,0.0833,0.9167,0.0,3,18431.03,142662.88,25.04,5897.48,0.5357,0.9586,0.54,137
U00062,mass,Kazan,low,27,22,26,97934.85,3917.39,0.2222,0.8889,0.0741,2,24234.75,182876.49,29.96,6180.02,0.5355,0.9011,0.6339,38
U00332,mass,Saint Petersburg,low,24,21,20,76773.98,3489.73,0.0417,0.6667,0.0833,3,31178.53,143356.01,26.6,5518.85,0.5355,0.9024,0.6323,77
U00435,mass,Moscow,low,21,19,18,76329.13,3634.72,0.0,0.8095,0.0,3,26220.84,142662.88,25.04,5897.48,0.535,0.8388,0.6163,138
U00409,affluent,Saint Petersburg,low,22,19,18,108298.66,5157.08,0.1364,0.8182,0.0455,3,35795.11,202805.33,27.35,7949.17,0.534,0.8043,0.6488,31
U00477,affluent,Nizhny Novgorod,low,19,17,19,111919.75,5890.51,0.0,0.9474,0.0,1,25871.3,209612.39,30.13,7105.15,0.5339,0.6307,0.829,14
U00499,student,Moscow,low,30,28,28,56862.72,1960.78,0.1,0.7333,0.0333,2,11018.3,106510.34,24.3,4538.62,0.5339,1.2344,0.432,50
U00065,mass,Saint Petersburg,low,26,22,22,76296.53,2934.48,0.2308,0.6538,0.0,2,13505.09,143356.01,26.6,5518.85,0.5322,0.9776,0.5317,78
U00767,small_business,Nizhny Novgorod,medium,20,16,19,96207.53,4810.38,0.1,0.9,0.0,2,21083.86,182406.55,22.8,7840.93,0.5274,0.8772,0.6135,5
U00164,student,Moscow,low,22,16,17,56125.96,2672.66,0.1364,0.7273,0.0455,3,12120.47,106510.34,24.3,4538.62,0.527,0.9052,0.5889,51
U00219,mass,Moscow,low,26,23,24,74731.5,2874.29,0.1154,0.6154,0.0,2,14642.07,142662.88,25.04,5897.48,0.5238,1.0385,0.4874,139
U00555,mass,Novosibirsk,low,17,14,15,72406.57,4525.41,0.1765,0.7059,0.0588,2,41504.81,139021.02,23.56,6026.12,0.5208,0.7214,0.751,36
U00339,affluent,Nizhny Novgorod,high,19,19,18,108048.11,5686.74,0.0526,0.8421,0.0,2,26403.2,209612.39,30.13,7105.15,0.5155,0.6307,0.8004,15
U00361,student,Saint Petersburg,low,28,25,25,70311.16,2604.12,0.1071,0.7143,0.0357,3,10191.45,136383.32,25.72,5531.12,0.5155,1.0886,0.4708,22
U00223,mass,Moscow,medium,26,21,22,73446.34,2937.85,0.0769,0.7692,0.0385,3,13053.03,142662.88,25.04,5897.48,0.5148,1.0385,0.4982,140
U00796,mass,Moscow,low,30,25,27,73037.48,2608.48,0.0667,0.8,0.0667,2,15639.5,142662.88,25.04,5897.48,0.512,1.1982,0.4423,141
U00530,mass,Moscow,low,20,18,19,72930.35,3646.52,0.0,0.8,0.0,2,13971.69,142662.88,25.04,5897.48,0.5112,0.7988,0.6183,142
U00382,affluent,Ekaterinburg,low,18,16,14,101340.94,5630.05,0.2778,0.8889,0.0,3,39413.45,198721.58,24.07,8367.25,0.51,0.7478,0.6729,13
U00023,small_business,Saint Petersburg,low,24,22,21,114182.66,4964.46,0.0833,0.9167,0.0417,2,25348.28,223901.1,25.6,9153.12,0.51,0.9375,0.5424,14
U00274,student,Kazan,low,21,18,20,59143.23,2816.34,0.0952,0.7619,0.0,2,15300.92,116601.08,24.79,4777.09,0.5072,0.8473,0.5896,13
U00270,mass,Ekaterinburg,medium,19,13,17,72774.03,4043.0,0.1579,0.8947,0.0526,2,21248.15,146378.08,25.98,5887.31,0.4972,0.7313,0.6867,50
U00433,mass,Nizhny Novgorod,low,25,21,22,76675.49,3194.81,0.2,0.92,0.04,2,13799.19,155156.27,25.39,6352.33,0.4942,0.9846,0.5029,56
U00067,mass,Saint Petersburg,low,22,19,18,70772.06,3216.91,0.0455,0.7273,0.0,2,13241.21,143356.01,26.6,5518.85,0.4937,0.8272,0.5829,79
U00362,student,Moscow,low,20,16,20,52470.67,2623.53,0.0,0.7,0.0,1,17194.88,106510.34,24.3,4538.62,0.4926,0.8229,0.578,52
U00373,mass,Ekaterinburg,low,27,23,23,72097.84,2772.99,0.1481,0.963,0.037,2,17348.64,146378.08,25.98,5887.31,0.4925,1.0392,0.471,51
U00312,student,Novosibirsk,low,18,17,15,61576.26,3848.52,0.0556,0.7778,0.1111,2,15817.12,125711.72,23.76,5359.12,0.4898,0.7574,0.7181,14
U00392,mass,Saint Petersburg,low,24,20,21,69849.76,3036.95,0.125,0.7083,0.0417,2,14863.95,143356.01,26.6,5518.85,0.4872,0.9024,0.5503,80
U00455,student,Novosibirsk,low,27,23,24,61235.22,2267.97,0.0741,0.9259,0.0,2,11961.4,125711.72,23.76,5359.12,0.4871,1.1361,0.4232,15
U00702,mass,Saint Petersburg,low,19,15,17,69327.77,4332.99,0.0,0.6842,0.1579,2,22413.23,143356.01,26.6,5518.85,0.4836,0.7144,0.7851,81
U00091,student,Kazan,low,27,22,27,56182.41,2080.83,0.0741,0.8889,0.0,1,20835.69,116601.08,24.79,4777.09,0.4818,1.0893,0.4356,14
U00687,student,Ekaterinburg,low,16,16,16,50147.38,3134.21,0.0,0.9375,0.0,1,15814.33,104198.2,25.54,4223.63,0.4813,0.6265,0.7421,12
U00235,affluent,Moscow,low,22,19,19,99831.71,4991.59,0.0455,0.7273,0.0909,2,36667.87,207808.39,25.59,8288.05,0.4804,0.8598,0.6023,30
U00739,mass,Kazan,low,18,17,17,87419.9,4856.66,0.0556,0.7778,0.0,2,22049.96,182876.49,29.96,6180.02,0.478,0.6008,0.7859,39
U00268,mass,Saint Petersburg,medium,27,24,24,68531.14,2538.19,0.1111,0.6296,0.0,3,18691.81,143356.01,26.6,5518.85,0.478,1.0152,0.4599,82
U00081,affluent,Novosibirsk,low,22,20,20,106923.53,4860.16,0.1364,0.7727,0.0,2,32809.64,224330.29,31.25,8098.0,0.4766,0.704,0.6002,10
U00724,affluent,Nizhny Novgorod,low,23,20,22,98937.98,4497.18,0.0435,0.8696,0.0435,2,18610.73,209612.39,30.13,7105.15,0.472,0.7635,0.6329,16
U00095,mass,Kazan,low,26,21,24,85922.99,3580.12,0.1538,0.9231,0.0769,2,22172.11,182876.49,29.96,6180.02,0.4698,0.8678,0.5793,40
U00681,mass,Ekaterinburg,low,24,24,21,68681.94,2861.75,0.0,0.8333,0.0,2,15686.19,146378.08,25.98,5887.31,0.4692,0.9237,0.4861,52
U00722,affluent,Moscow,low,21,17,19,97002.24,4619.15,0.0952,0.7619,0.0,2,22573.62,207808.39,25.59,8288.05,0.4668,0.8207,0.5573,31
U00175,student,Saint Petersburg,low,28,26,22,63642.43,2447.79,0.0714,0.7143,0.0714,2,19367.84,136383.32,25.72,5531.12,0.4666,1.0886,0.4425,23
U00524,mass,Kazan,low,18,16,16,85233.27,4735.18,0.1667,0.8333,0.0,2,28419.91,182876.49,29.96,6180.02,0.4661,0.6008,0.7662,41
U00619,mass,Moscow,low,26,24,23,66484.02,2557.08,0.0,0.5769,0.0,2,11208.73,142662.88,25.04,5897.48,0.466,1.0385,0.4336,143
U00157,mass,Kazan,low,23,19,18,85100.38,3700.02,0.087,0.913,0.0,3,22287.35,182876.49,29.96,6180.02,0.4653,0.7676,0.5987,42
U00321,mass,Saint Petersburg,high,24,20,23,66688.96,2778.71,0.0833,0.75,0.0,2,12713.05,143356.01,26.6,5518.85,0.4652,0.9024,0.5035,83
U00375,mass,Moscow,low,23,20,19,66121.82,3005.54,0.087,0.6087,0.0435,2,12034.84,142662.88,25.04,5897.48,0.4635,0.9186,0.5096,144
U00598,affluent,Kazan,medium,16,15,16,78878.82,4929.93,0.125,1.0,0.0,1,29925.45,171655.52,23.71,7455.45,0.4595,0.6749,0.6613,16
U00074,mass,Saint Petersburg,low,23,20,18,65848.93,2863.0,0.087,0.6957,0.0,2,25884.31,143356.01,26.6,5518.85,0.4593,0.8648,0.5188,84
U00384,mass,Moscow,low,18,17,16,65403.91,3633.55,0.1667,0.6667,0.0,3,14171.61,142662.88,25.04,5897.48,0.4585,0.7189,0.6161,145
U00001,student,Nizhny Novgorod,low,20,15,17,46885.72,2467.67,0.1,0.9,0.05,2,9115.26,103206.71,24.67,4276.55,0.4543,0.8108,0.577,18
U00788,student,Novosibirsk,low,22,20,18,57106.19,2855.31,0.0455,0.8636,0.0909,2,16476.72,125711.72,23.76,5359.12,0.4543,0.9257,0.5328,16
U00650,mass,Saint Petersburg,low,22,20,20,65032.83,2956.04,0.0909,0.9091,0.0,2,12117.02,143356.01,26.6,5518.85,0.4536,0.8272,0.5356,85
U00693,affluent,Moscow,medium,23,17,20,92980.17,4042.62,0.087,0.7391,0.0,2,24765.19,207808.39,25.59,8288.05,0.4474,0.8989,0.4878,32
U00567,mass,Ekaterinburg,low,16,13,15,64776.5,4626.89,0.0625,0.9375,0.125,2,25235.05,146378.08,25.98,5887.31,0.4425,0.6158,0.7859,53
U00485,small_business,Moscow,low,21,16,18,91240.98,4344.81,0.1429,0.7143,0.0,2,15560.03,207264.78,23.38,9166.95,0.4402,0.8984,0.474,24
U00673,affluent,Moscow,low,23,20,19,90853.06,3950.13,0.2174,0.5217,0.0,2,15424.68,207808.39,25.59,8288.05,0.4372,0.8989,0.4766,33
U00052,affluent,Kazan,low,20,17,16,74809.51,3740.48,0.1,0.9,0.0,3,22289.43,171655.52,23.71,7455.45,0.4358,0.8437,0.5017,17
U00614,mass,Moscow,low,31,26,28,61899.36,1996.75,0.0645,0.6774,0.0,2,7603.72,142662.88,25.04,5897.48,0.4339,1.2382,0.3386,146
U00637,student,Moscow,low,19,16,18,46090.89,2560.61,0.1579,0.5263,0.0526,2,11793.5,106510.34,24.3,4538.62,0.4327,0.7818,0.5642,53
U00657,mass,Saint Petersburg,medium,15,14,14,61776.46,4118.43,0.0,0.6667,0.0,2,14720.06,143356.01,26.6,5518.85,0.4309,0.564,0.7462,86
U00405,student,Saint Petersburg,low,30,28,29,58292.9,1943.1,0.1333,0.6,0.0,2,6607.9,136383.32,25.72,5531.12,0.4274,1.1664,0.3513,24
U00726,mass,Nizhny Novgorod,high,21,17,19,66258.85,3312.94,0.0476,0.8095,0.0476,2,20323.38,155156.27,25.39,6352.33,0.427,0.8271,0.5215,57
U00640,mass,Nizhny Novgorod,medium,20,19,19,65978.58,3298.93,0.1,0.9,0.0,2,19513.78,155156.27,25.39,6352.33,0.4252,0.7877,0.5193,58
U00120,mass,Ekaterinburg,low,18,17,18,62201.69,3455.65,0.0,0.8889,0.0,1,19385.54,146378.08,25.98,5887.31,0.4249,0.6928,0.587,54
U00227,mass,Kazan,medium,21,21,18,77696.89,3884.84,0.0476,0.9524,0.0476,2,14354.05,182876.49,29.96,6180.02,0.4249,0.7009,0.6286,43
U00720,affluent,Saint Petersburg,low,24,22,23,85457.79,3884.44,0.1667,0.625,0.0833,2,14342.64,202805.33,27.35,7949.17,0.4214,0.8774,0.4887,32
U00199,mass,Novosibirsk,low,20,17,19,58162.62,2908.13,0.15,0.9,0.0,2,18875.14,139021.02,23.56,6026.12,0.4184,0.8487,0.4826,37
U00182,mass,Moscow,medium,16,14,14,59634.87,3975.66,0.1875,0.75,0.0625,2,19278.12,142662.88,25.04,5897.48,0.418,0.6391,0.6741,147
U00699,mass,Saint Petersburg,low,20,20,19,59910.15,2995.51,0.05,0.65,0.0,2,9023.6,143356.01,26.6,5518.85,0.4179,0.752,0.5428,87
U00103,mass,Moscow,low,20,19,17,59510.23,2975.51,0.15,0.6,0.0,2,27840.4,142662.88,25.04,5897.48,0.4171,0.7988,0.5045,148
U00763,mass,Kazan,medium,23,22,22,76164.07,3311.48,0.087,0.8696,0.0,2,14600.21,182876.49,29.96,6180.02,0.4165,0.7676,0.5358,44
U00252,affluent,Saint Petersburg,medium,21,19,18,83283.05,4626.84,0.0952,0.6667,0.1429,2,20822.39,202805.33,27.35,7949.17,0.4107,0.7677,0.5821,33
U00051,mass,Saint Petersburg,low,21,18,20,58789.08,2799.48,0.0476,0.8095,0.0,2,11003.6,143356.01,26.6,5518.85,0.4101,0.7896,0.5073,88
U00714,mass,Moscow,medium,18,17,15,58328.93,3888.6,0.0556,0.6667,0.1667,2,15259.44,142662.88,25.04,5897.48,0.4089,0.7189,0.6594,149
U00341,mass,Ekaterinburg,low,20,18,18,59807.83,3322.66,0.15,0.9,0.1,2,9825.01,146378.08,25.98,5887.31,0.4086,0.7698,0.5644,55
U00457,mass,Ekaterinburg,low,22,21,21,59653.32,2982.67,0.0455,0.9545,0.0909,2,17834.28,146378.08,25.98,5887.31,0.4075,0.8467,0.5066,56
U00411,mass,Kazan,low,20,17,19,73661.32,3683.07,0.2,0.95,0.0,2,29649.1,182876.49,29.96,6180.02,0.4028,0.6675,0.596,45
U00171,mass,Moscow,low,18,15,17,57168.66,3176.04,0.1667,0.8889,0.0,2,25547.77,142662.88,25.04,5897.48,0.4007,0.7189,0.5385,150
U00326,affluent,Novosibirsk,low,23,21,21,89826.26,4277.44,0.1739,1.0,0.087,2,20174.74,224330.29,31.25,8098.0,0.4004,0.736,0.5282,11
U00316,mass,Novosibirsk,low,22,20,20,55591.82,2526.9,0.0909,0.9091,0.0,2,7980.01,139021.02,23.56,6026.12,0.3999,0.9336,0.4193,38
U00207,student,Novosibirsk,low,18,16,17,50129.1,2784.95,0.1667,0.8333,0.0,2,9343.12,125711.72,23.76,5359.12,0.3988,0.7574,0.5197,17
U00434,mass,Saint Petersburg,medium,16,14,14,57108.26,3569.27,0.0625,0.5625,0.0,2,12790.43,143356.01,26.6,5518.85,0.3984,0.6016,0.6467,89
U00261,mass,Kazan,low,12,12,12,72754.07,6062.84,0.25,0.8333,0.0,1,46311.81,182876.49,29.96,6180.02,0.3978,0.4005,0.981,46
U00314,mass,Saint Petersburg,medium,22,19,18,56403.41,2563.79,0.0909,0.7273,0.0,2,10288.68,143356.01,26.6,5518.85,0.3934,0.8272,0.4646,90
U00698,mass,Nizhny Novgorod,medium,18,15,15,60763.29,3574.31,0.0556,0.9444,0.0556,2,18405.68,155156.27,25.39,6352.33,0.3916,0.7089,0.5627,59
U00631,affluent,Saint Petersburg,low,18,18,15,79199.81,4399.99,0.1667,0.8333,0.0,2,24863.32,202805.33,27.35,7949.17,0.3905,0.6581,0.5535,34
U00288,affluent,Novosibirsk,medium,18,15,18,87079.23,4837.73,0.0556,0.8889,0.0,1,26024.9,224330.29,31.25,8098.0,0.3882,0.576,0.5974,12
U00506,affluent,Ekaterinburg,medium,17,16,16,76985.33,4811.58,0.0588,1.0,0.0588,2,21885.71,198721.58,24.07,8367.25,0.3874,0.7062,0.575,14
U00800,mass,Moscow,low,24,22,23,55126.31,2296.93,0.0833,0.875,0.0,2,7764.97,142662.88,25.04,5897.48,0.3864,0.9586,0.3895,151
U00787,mass,Moscow,low,15,14,15,55098.05,3673.2,0.1333,0.4667,0.0,1,10996.44,142662.88,25.04,5897.48,0.3862,0.5991,0.6228,152
U00540,mass,Moscow,low,25,22,20,55037.59,2620.84,0.08,0.84,0.16,2,16772.12,142662.88,25.04,5897.48,0.3858,0.9985,0.4444,153
U00716,mass,Kazan,low,28,25,24,69769.36,2584.05,0.0357,0.9643,0.0357,2,17091.04,182876.49,29.96,6180.02,0.3815,0.9345,0.4181,47
U00184,mass,Moscow,medium,18,15,16,54142.58,3007.92,0.1111,0.6111,0.0,2,24204.13,142662.88,25.04,5897.48,0.3795,0.7189,0.51,154
U00753,mass,Moscow,low,20,19,18,52800.08,2778.95,0.1,0.65,0.05,2,16395.66,142662.88,25.04,5897.48,0.3701,0.7988,0.4712,155
U00140,mass,Saint Petersburg,high,15,13,13,52605.09,3757.51,0.1333,0.8,0.0667,2,15874.57,143356.01,26.6,5518.85,0.367,0.564,0.6808,91
U00240,small_business,Saint Petersburg,low,26,23,26,82162.59,3286.5,0.1154,0.8077,0.0385,1,13942.87,223901.1,25.6,9153.12,0.367,1.0156,0.3591,15
U00759,student,Ekaterinburg,medium,25,24,22,38195.82,1591.49,0.12,0.88,0.04,2,12552.04,104198.2,25.54,4223.63,0.3666,0.9789,0.3768,13
U00512,student,Moscow,low,16,14,14,38409.15,2400.57,0.125,0.75,0.0,2,8750.45,106510.34,24.3,4538.62,0.3606,0.6583,0.5289,54
U00721,student,Saint Petersburg,medium,21,20,19,47922.79,2396.14,0.0476,0.8095,0.0476,2,10762.8,136383.32,25.72,5531.12,0.3514,0.8165,0.4332,25
U00437,mass,Saint Petersburg,low,23,21,21,50056.73,2176.38,0.1739,0.7826,0.0,2,15994.84,143356.01,26.6,5518.85,0.3492,0.8648,0.3944,92
U00543,mass,Moscow,low,14,12,14,49767.88,3554.85,0.2857,0.5,0.0,1,27508.28,142662.88,25.04,5897.48,0.3488,0.5592,0.6028,156
U00333,mass,Moscow,low,25,19,22,49398.81,2245.4,0.16,0.56,0.12,2,14813.3,142662.88,25.04,5897.48,0.3463,0.9985,0.3807,157
U00620,mass,Kazan,low,22,18,22,62067.83,2821.26,0.0909,0.8636,0.0,1,15421.45,182876.49,29.96,6180.02,0.3394,0.7343,0.4565,48
U00271,mass,Kazan,medium,19,19,17,61876.9,3437.61,0.0,0.8421,0.0526,2,21710.22,182876.49,29.96,6180.02,0.3384,0.6341,0.5562,49
U00068,mass,Kazan,low,15,14,14,61115.76,4074.38,0.0667,0.9333,0.0,2,15972.31,182876.49,29.96,6180.02,0.3342,0.5006,0.6593,50
U00014,affluent,Moscow,low,16,16,16,68260.97,4550.73,0.0,0.75,0.0625,1,18063.9,207808.39,25.59,8288.05,0.3285,0.6253,0.5491,34
U00704,mass,Moscow,low,20,20,17,45229.12,2660.54,0.05,0.6,0.15,3,10324.76,142662.88,25.04,5897.48,0.317,0.7988,0.4511,158
U00281,mass,Saint Petersburg,high,13,13,11,45438.9,3495.3,0.2308,0.8462,0.0,2,13956.93,143356.01,26.6,5518.85,0.317,0.4888,0.6333,93
U00003,mass,Moscow,high,17,15,17,44059.7,2753.73,0.1176,0.6471,0.0588,1,16828.8,142662.88,25.04,5897.48,0.3088,0.679,0.4669,159
U00668,mass,Saint Petersburg,low,18,16,14,43925.75,2440.32,0.0,0.9444,0.0,2,21138.15,143356.01,26.6,5518.85,0.3064,0.6768,0.4422,94
U00309,mass,Moscow,low,23,19,18,43036.9,1956.22,0.0435,0.6522,0.0435,4,9676.56,142662.88,25.04,5897.48,0.3017,0.9186,0.3317,160
U00723,mass,Ekaterinburg,low,19,17,18,44137.78,2323.04,0.0526,0.8947,0.0,2,9858.36,146378.08,25.98,5887.31,0.3015,0.7313,0.3946,57
U00422,mass,Moscow,low,17,16,16,42598.76,2505.81,0.0588,0.6471,0.0,2,14365.72,142662.88,25.04,5897.48,0.2986,0.679,0.4249,161
U00277,student,Moscow,low,21,20,20,29641.49,1482.07,0.0476,0.7619,0.0476,2,6565.78,106510.34,24.3,4538.62,0.2783,0.8641,0.3265,55
U00646,student,Moscow,low,19,18,16,29394.09,1729.06,0.1579,0.7368,0.1053,2,7099.56,106510.34,24.3,4538.62,0.276,0.7818,0.381,56
U00260,mass,Moscow,low,19,18,17,37567.67,2087.09,0.0526,0.7895,0.0526,2,6784.54,142662.88,25.04,5897.48,0.2633,0.7589,0.3539,162
U00713,mass,Novosibirsk,low,16,16,16,35492.98,2218.31,0.0,0.8125,0.0,1,8420.19,139021.02,23.56,6026.12,0.2553,0.679,0.3681,39
U00141,mass,Kazan,low,18,18,14,45586.5,2532.58,0.1111,0.9444,0.0,4,12022.98,182876.49,29.96,6180.02,0.2493,0.6008,0.4098,51
U00496,mass,Kazan,low,21,18,20,43013.68,2048.27,0.0476,0.8571,0.0,2,5654.44,182876.49,29.96,6180.02,0.2352,0.7009,0.3314,52
U00025,mass,Kazan,low,10,10,9,33389.25,3709.92,0.0,0.9,0.1,2,19393.51,182876.49,29.96,6180.02,0.1826,0.3338,0.6003,53
